claimant_id,name,age,policy_id
CL48310,Erika Schwartz,66,P41545
CL56442,Kimberly Bailey MD,19,P17826
CL93793,Monica James,20,P33880
CL24441,Sarah Montgomery,67,P90528
CL95747,Aaron Richardson,32,P17766
CL12675,Sara Lee,48,P21549
CL59602,Marcus Flores,63,P80135
CL30586,Ashley Johnston,71,P77232
CL01733,Andrew Stout,62,P32638
CL79135,Joshua Lewis,63,P60901
CL13825,Christopher Henderson,60,P81697
CL19362,Antonio Adkins,29,P63594
CL56593,Rebecca Flynn,21,P22606
CL59506,Annette Gallagher,59,P65073
CL32581,Luke George,75,P53420
CL82068,Ryan Russell,54,P24804
CL59062,Kimberly Johnston,76,P98961
CL32948,John Barnes,48,P65936
CL50936,Nicholas Russell,39,P11986
CL40778,Michael Valdez,70,P80495
CL06171,Matthew Smith,21,P43823
CL99657,Thomas Glass,71,P46674
CL62484,Danielle Allen,33,P78296
CL37312,Lisa Turner,62,P60905
CL41669,Zachary Cruz,23,P58275
CL37588,Kimberly Holmes,30,P86001
CL72057,Danielle Vincent,35,P26615
CL75202,Hayley Avila,28,P22492
CL63087,Nicole Valdez,28,P43043
CL46617,Joshua Gill,23,P12582
CL72290,Amber Gamble,29,P90061
CL52370,Casey Matthews,43,P94343
CL96240,Gary Walsh,70,P13187
CL25573,David Riley,36,P41201
CL12774,Cheyenne Little,59,P10604
CL53118,Tyler Sullivan,31,P28660
CL94527,Stephen Novak,46,P12401
CL88371,Benjamin Roman,43,P93472
CL44573,Amy Walker,36,P99782
CL87200,Catherine Hogan,67,P86706
CL48198,Stephen Hooper,52,P21036
CL15881,Mr. Austin Smith,22,P77597
CL73769,Carol Mason,50,P46173
CL92671,Ashley Wheeler,26,P82235
CL95402,Vickie Turner,63,P95641
CL53648,Joan Roberts,33,P46875
CL86997,Eric Smith,55,P66466
CL92194,Joe Love,35,P40685
CL62168,Justin Cox,39,P73689
CL32888,Jeffrey Harper,80,P26362
CL70874,Kimberly Turner,79,P85454
CL51186,James Cox,66,P80054
CL88225,Mandy Cunningham,49,P68838
CL49188,Tracey Mendez,19,P10918
CL14530,Mary Hobbs,53,P46833
CL50473,Deborah Harper,72,P46597
CL64123,Jo Long,74,P38077
CL87507,Nathaniel Guerrero,51,P64993
CL94782,Bryan Reynolds,51,P18655
CL42163,Dustin Johnson,63,P24513
CL35668,Dr. Nicholas Rodgers,26,P42150
CL48264,Kathy Schmidt,25,P27663
CL01287,Stephen Schmidt,50,P86024
CL06356,Daniel Shaw,57,P42781
CL43782,Sherri Bridges MD,80,P43119
CL86897,Audrey Ellis,64,P81426
CL54836,Heather Williams,50,P81072
CL63908,Ashley Carter,70,P45547
CL15092,Christopher Hicks,49,P79526
CL87175,Max Chavez,66,P47869
CL61781,Corey Nelson,80,P63312
CL86439,Alicia Stephens,37,P44653
CL78501,Joshua Velez,47,P70311
CL47074,Aaron Hughes,54,P48307
CL93111,James Garcia,62,P29488
CL33341,Angela Warner,36,P35631
CL88111,Jody Payne,51,P26816
CL55793,Barbara Newman,59,P59770
CL39257,Sarah Martin,58,P12736
CL55521,Diana Meadows,69,P84797
CL12574,Melissa Mendoza,44,P74616
CL32150,James King MD,62,P30207
CL61971,Matthew Jones MD,52,P56197
CL53248,Jennifer Johnson,57,P30523
CL36504,Robin Thompson,60,P63602
CL85263,Betty White,48,P11533
CL41832,Joshua Navarro,72,P94688
CL79884,Alexandria Coleman,27,P57636
CL27667,Peter Singleton,21,P71188
CL16319,Alice Torres,55,P84987
CL74970,Christopher Chambers,56,P78446
CL07538,Jason Bridges,58,P26827
CL86364,Mary Baxter,70,P66611
CL81550,Justin Jensen,24,P68646
CL02853,Samantha Reynolds,23,P36681
CL40556,Wayne Young,42,P85499
CL28413,Roberto Ayers,45,P60082
CL16741,Jamie Parsons,58,P10420
CL03429,Victoria Kent DVM,28,P76190
CL14108,Tiffany Romero,51,P86635
CL02980,Jennifer Ortega,58,P71544
CL84099,Danielle Clark,59,P68769
CL64024,Jeremy Carter,22,P52469
CL18936,Dr. Tiffany Kline MD,74,P39051
CL19418,Amy Johnson,21,P91394
CL88433,Amanda Weber DDS,52,P31180
CL25590,Courtney Powell,41,P17666
CL08733,Rebecca Bentley,74,P81287
CL59169,Drew Carter,30,P43150
CL13880,Lucas Dean PhD,21,P28580
CL23712,Alex Bray DDS,41,P70224
CL13527,Mary Patton,80,P89819
CL90466,Jennifer Pena,77,P79726
CL97888,Marie Boone,64,P50221
CL84897,Christopher Montgomery,18,P56168
CL09308,Nicole Yoder,28,P97024
CL17862,Robert Nguyen,23,P17282
CL91019,Suzanne Wagner,48,P41646
CL57193,Juan Gordon,28,P82467
CL72066,Jason Lutz,60,P32090
CL28733,Katherine Williams,33,P81003
CL19435,Elizabeth Jackson,39,P84512
CL11555,Johnathan Thompson,37,P72641
CL23435,Valerie Roberts,35,P57950
CL34463,Sarah Miller,24,P43800
CL03537,Robert Fowler,71,P33275
CL32397,Michael Gibbs,32,P28759
CL73587,Bryan Vaughan,75,P94179
CL66752,Shawn Lopez,74,P56851
CL73531,Benjamin Franklin,60,P13819
CL92327,Jeremy Terrell,70,P94924
CL02647,Richard Brown,76,P17478
CL65982,Allison Maynard,32,P96863
CL53904,Kevin Brown,23,P35081
CL32014,Justin Henry,46,P14079
CL52713,Shawn Martinez,76,P32990
CL96612,Donna Shannon,32,P48358
CL40460,Julian Thompson,44,P14780
CL85617,Timothy White,33,P66248
CL56561,William Marshall,35,P46352
CL21164,David Rose,40,P45220
CL75897,Amber Espinoza,27,P81379
CL04322,Dylan Reyes,45,P93937
CL64594,Tina Smith,70,P25518
CL49900,Charles Payne,26,P16568
CL23847,Christopher Anderson,40,P49930
CL92008,Jaime Rodriguez,40,P24074
CL01787,Christopher Curtis,42,P80955
CL69217,Gina Smith,70,P37891
CL42956,Danielle Martinez,24,P18460
CL68079,Michael Hall,54,P38900
CL34372,Ruth Gonzales,77,P82367
CL57320,Brittany Reed,43,P77827
CL99019,Virginia Hill,60,P58516
CL31746,Rodney Hicks,46,P78078
CL74268,Erin Crawford,52,P96841
CL08721,Brian Combs,37,P96864
CL88605,Whitney Moreno,63,P51069
CL56646,Corey Contreras,74,P63076
CL14503,Aaron Meyers,59,P59433
CL73217,Jeffrey Hughes,68,P98918
CL79564,David Moss PhD,21,P22642
CL90849,Michael Yates,28,P73058
CL60187,Matthew Marsh,25,P50462
CL96617,Christopher Nixon,28,P68756
CL97562,Amy Hernandez,45,P47008
CL97272,Carrie Hughes,39,P14815
CL66712,Gary Duarte,56,P66340
CL45724,Brian Hawkins DVM,32,P74204
CL60588,Lauren Stone,60,P27780
CL55428,Rachel Hamilton,27,P49502
CL96427,Rhonda Riggs,32,P33869
CL52770,Ryan Baxter,41,P36778
CL49624,Hector Lewis,28,P41678
CL17468,Diana Bender,32,P80998
CL74988,Daniel Wagner,42,P33927
CL02532,James Lee,25,P45824
CL69530,Melissa Moore,54,P94550
CL55076,Kim Porter,56,P85807
CL31929,Courtney Stone,55,P33763
CL47291,Eduardo Harris,70,P34745
CL23783,Anthony Brandt,28,P53489
CL51821,Bruce Davis,68,P96224
CL76012,Brett Perez,21,P87934
CL62291,Scott Roberts,72,P97621
CL86087,Mark Fernandez,23,P66194
CL52975,Laura Turner,33,P81297
CL16392,Benjamin Anderson,37,P69216
CL13827,Stephanie Chan,30,P35503
CL41203,Christopher Brooks,59,P34685
CL64354,Jacob Ramirez,73,P28784
CL64496,Jesse Rivera,65,P68789
CL77410,Mark Robinson,22,P68713
CL70607,Lauren West,31,P75550
CL56454,James Sanford,64,P78809
CL70520,Angela Cross,34,P92392
CL75887,Chris Reid,69,P91794
CL92738,Brian Mejia,45,P38669
CL46583,Bryan Howard,73,P42391
CL27867,Christina Salinas,77,P89776
CL08232,Carolyn Brown,76,P35821
CL13047,David Gordon,42,P80505
CL53452,Christian Anderson,75,P19027
CL40279,Paul Moore,71,P48684
CL06474,Carolyn Cole,58,P59408
CL02144,Karen Kline,72,P27180
CL32088,Carlos Avila,71,P29588
CL33897,Nicole Harris,32,P53338
CL90697,Derek Pennington,46,P75441
CL45555,Chelsea Thomas,46,P19880
CL45063,Keith Fleming,71,P97131
CL65270,Lynn Hanson,23,P52304
CL23834,Mark Reed,68,P65294
CL24256,Shelly Griffin,44,P35641
CL47789,Susan Holmes,76,P18467
CL17812,Chris Jackson,44,P56724
CL60710,William Sanchez,59,P38617
CL87949,Brian Martinez,42,P80196
CL38269,Jennifer Davis,31,P92380
CL32487,Amber Johnson,71,P75488
CL99635,Juan Price,54,P80058
CL37747,Maria Nelson,47,P79044
CL03495,Mark Davidson,45,P71208
CL35046,William Bradley,29,P94101
CL42219,Donna Garcia,39,P54039
CL44191,Corey Dunn,50,P84793
CL59264,Steven Smith,35,P48138
CL38711,Holly Montgomery,29,P64045
CL48145,Michael Gibson,30,P83184
CL03654,Mr. Ian Garcia,62,P99647
CL97697,Rita Parker,33,P90848
CL15463,Timothy Cobb,57,P94748
CL60693,Kristen Francis,66,P82832
CL01337,Samuel Fernandez,80,P46378
CL72804,Anne Stout,75,P43802
CL38887,Stephen Garcia,28,P86978
CL02846,Kenneth Harrington,22,P37773
CL54435,Stephanie Anderson,19,P80695
CL19820,Brittney Marquez,64,P40635
CL84051,Rebecca Watson,32,P84762
CL38630,Joel Johns,39,P78864
CL06311,Austin Olsen,46,P57471
CL87860,Erika Dennis,23,P70809
CL84592,Matthew Wood,54,P44103
CL02453,Austin Page,71,P12200
CL56822,Chad Blackwell,70,P38413
CL01245,Maria Flores,61,P97939
CL11978,Mark Cunningham,67,P72370
CL49681,Caitlin Lambert,39,P42568
CL16190,Andrew Brown,54,P82153
CL91001,Jennifer Brown,39,P92843
CL97068,Gina Cisneros,51,P27669
CL53965,Mark Morgan,57,P38105
CL81129,Jose Browning,22,P23757
CL13813,Scott Fuentes,36,P28870
CL76772,Ashlee Chang,55,P71258
CL59396,Shannon Alexander,33,P71379
CL47210,Craig Cunningham,79,P20482
CL58607,Eric Davidson,63,P99110
CL66057,Darren Skinner,78,P84747
CL36829,James Gross,69,P83943
CL89820,Johnathan Hampton,35,P80824
CL53864,William Clarke,61,P54141
CL80153,Kelly Sweeney MD,39,P89691
CL76593,Nathan Barrett,21,P16270
CL51290,Erica Williams,31,P33755
CL47452,David Griffin,66,P81887
CL66203,Tammy Navarro,20,P75786
CL74228,Curtis Taylor,68,P26352
CL95297,Michael Mitchell,34,P43534
CL95775,Ralph Hobbs,29,P33078
CL77213,Derek Johnson MD,65,P13390
CL42278,David Mcknight,69,P30021
CL35571,William Townsend,45,P27632
CL71590,Lisa Nguyen,43,P25221
CL35921,Amanda Davis,24,P89588
CL82643,Laura Bell,77,P65464
CL29909,Miss Deborah Fleming MD,39,P51811
CL62828,Adrienne Parker,68,P85716
CL61233,Destiny Harmon,42,P88666
CL57803,Nicholas Sullivan,47,P59189
CL58763,Carmen Lewis,78,P92908
CL79696,Melissa Leon,34,P52525
CL42216,Kimberly Le MD,61,P15605
CL89259,Kayla Morgan,60,P37946
CL66282,Mackenzie Kirby,51,P74295
CL84842,Heather Edwards,50,P81815
CL42808,Mrs. Jessica Page,51,P97256
CL39786,Gabriel Randolph,21,P84077
CL78549,Brandy Mendez,74,P16614
CL69916,Samuel Andrews,48,P46303
CL24978,Peggy Gonzalez,18,P22859
CL73795,Wesley Baker,71,P66842
CL08370,Samuel Johnson,35,P60006
CL63429,Mary Davis,38,P67818
CL37945,David Vasquez,53,P80997
CL77545,Ashley Williams,34,P29274
CL90712,Susan Patrick,48,P95818
CL35705,Whitney Rodriguez,33,P13288
CL55266,Sean Rodriguez,51,P33991
CL63201,Marcus Liu,69,P66841
CL39689,Nicole Davidson,19,P52235
CL11692,Samantha Mata,49,P10460
CL88893,Kelsey Howe,53,P27835
CL61997,John Smith,52,P94096
CL65358,Thomas Pace,45,P69472
CL52870,Kimberly Michael,72,P35469
CL29015,Dennis Perez,42,P47868
CL44806,Melissa Lopez,68,P67255
CL85661,Curtis Taylor,47,P62110
CL16440,Brian Hampton,66,P38584
CL09683,Samantha Peterson,61,P97952
CL14982,Stephen Ochoa,63,P95796
CL86060,Mr. Robert Montes MD,27,P57232
CL05587,Kaitlyn Thomas,45,P43158
CL30580,Brenda Miller,51,P34320
CL52791,Rachael Carson,27,P27582
CL44159,Kevin Richardson,34,P14113
CL40157,Christine Gonzalez,52,P18511
CL58534,Ms. Melissa Campos,31,P68845
CL73374,Karen Roberson,30,P20792
CL78154,Vickie Clark,50,P27464
CL79637,Jacob Mccarthy,55,P46317
CL98856,Veronica Shepard,55,P41030
CL14210,Whitney Peters,42,P33358
CL44084,Kelly York,52,P82792
CL55660,Kayla Brown,19,P88833
CL54270,Amy Burns,76,P77338
CL67734,Christopher Mooney,50,P87491
CL38441,Jessica Ingram,19,P48477
CL40920,Austin Smith II,70,P94168
CL59809,Paul Morris,65,P25798
CL80990,Tracy Rivera,62,P86867
CL52695,Allison Rose,79,P43436
CL81345,Karina Beck,53,P43502
CL82024,Nathan Brooks,79,P28250
CL37368,Charles Swanson,36,P12015
CL31446,Michael Smith,42,P67025
CL08820,Michael Williams,71,P72563
CL55969,Kenneth Romero,58,P41335
CL52213,Mr. Craig Gonzalez III,36,P25344
CL96568,Abigail Jimenez,34,P33400
CL16785,Michael Brooks,55,P63853
CL58870,Ebony Wilson,58,P44705
CL04102,April Cooke,38,P99277
CL61524,Rebecca Shaw,48,P11531
CL09053,Ryan Levine,77,P51832
CL38679,Dominique Burton,35,P48023
CL73828,Brenda Collins,72,P27048
CL03260,Tracey Carroll,37,P51993
CL80723,William Snyder,61,P62808
CL86648,Stephanie Proctor,29,P24666
CL19154,Tara Rodriguez,33,P30114
CL49484,Edward Flores,73,P83513
CL88477,Ronnie Torres,44,P68022
CL67414,Carl Burgess MD,42,P61411
CL57516,Mario Jones,33,P23636
CL45520,Alison Brown,68,P19937
CL67224,Dalton Hall,58,P72059
CL30889,Rachael Wiley,22,P47030
CL35403,Mary Frank,71,P32575
CL95379,Stephanie Crosby,58,P51528
CL02286,Jessica Reynolds,63,P19775
CL37116,Angela Mcdonald,41,P59005
CL95281,Lindsay Goodwin,48,P20934
CL19955,Dustin Larsen,76,P57607
CL05781,Bruce Lynch,61,P65885
CL49433,Erik Thompson,21,P69957
CL52356,Katherine Ayers,24,P28108
CL95058,Amy Richards,37,P64657
CL93140,Ryan House,40,P74633
CL42888,Edwin Morse,45,P27309
CL26450,George Campbell,38,P63286
CL90507,Linda Wallace,35,P43108
CL87518,Kaitlyn Johnson,78,P11762
CL97913,Michael Gray,52,P39357
CL52236,Tyler Owens,69,P23176
CL15663,Michael Gonzalez,24,P88307
CL60608,Matthew Browning,53,P75001
CL17810,Jay Myers,28,P39872
CL70153,Renee Welch,54,P91891
CL67159,Dustin Simon,32,P84593
CL37100,Cynthia Christian,79,P79421
CL14811,Jordan Snyder,78,P13487
CL35493,Matthew Cox,66,P73691
CL18776,Pamela Williams,19,P81520
CL43562,Amanda Bailey,29,P77796
CL32283,Aaron Velez,20,P85207
CL92749,Sarah Hahn,34,P62484
CL93450,Keith Stone,51,P13334
CL42273,Travis Taylor,37,P20212
CL01030,Colton Mcclain,40,P70881
CL19708,John Perry,21,P40511
CL27659,Julie Brown,50,P99440
CL46319,Sarah Hernandez,71,P73823
CL78450,Timothy Black,74,P16479
CL12318,Amanda Webster,73,P50902
CL35354,Brian Goodman,23,P84803
CL78783,Abigail Taylor,25,P88428
CL11888,Paul Johnson,78,P38549
CL02284,Heather Tucker,58,P20956
CL49987,Miss Brandy Rogers,57,P91515
CL01793,James Hall,72,P57434
CL65227,Jaime Gill,24,P44364
CL79909,Amanda Brewer,18,P99059
CL15759,Melissa Gallagher,37,P98937
CL53996,Kelly Gomez,58,P69115
CL14061,Cindy Davis,80,P36905
CL66301,Joseph Turner,30,P64040
CL59709,Evelyn Collins,50,P66801
CL95018,Robert Bowman,36,P73012
CL92692,Melissa Griffin,22,P99679
CL98817,Jose Buckley,18,P30964
CL55419,Richard Sawyer,45,P62114
CL73204,Phyllis Barker,55,P53596
CL43836,Cesar Brown,70,P60713
CL15448,Derrick Smith,27,P77790
CL24842,Audrey Juarez,37,P12713
CL68153,Sarah Murphy,70,P29337
CL06432,Dawn Mcintyre,77,P61565
CL72202,Mary Hart,44,P94873
CL91201,Richard Johnson DVM,30,P51565
CL35707,Lisa Schultz,54,P79355
CL52195,Nicole Shaffer,28,P57036
CL78834,Ernest Webb,69,P63406
CL23802,Corey Brown,34,P75627
CL13303,Danielle Ray,23,P91352
CL04820,Samantha Martin,76,P48898
CL53766,Martin Lin,43,P61309
CL02060,Diane Rivera,63,P82562
CL73880,Shawn King,48,P16305
CL91801,Karen Torres,45,P81829
CL84484,Joshua Smith,63,P38740
CL15256,Jeffrey Webb,70,P18518
CL61574,Sharon Gonzalez,26,P93237
CL18055,Brenda Bright,38,P58876
CL36548,Kathryn Melendez,72,P36952
CL31348,James Haynes,29,P55702
CL93726,Jesse Fletcher,34,P29839
CL18491,Ashley Sawyer,80,P43315
CL88930,Marcus Kelly,62,P72685
CL52998,Julie Davis,40,P42911
CL03222,Michael Reyes,77,P87961
CL76660,Eric Rivera,29,P20176
CL81489,Emily Arroyo,25,P48587
CL07541,Michelle Gray,65,P57968
CL74597,Jason Young,52,P86973
CL89087,James Barton,80,P73900
CL88958,John Morgan,70,P26873
CL47771,Russell Mccarthy,33,P33955
CL83424,Elizabeth Mckee,31,P65607
CL01652,John Cowan Jr.,60,P28566
CL42223,Dawn Perry,68,P50505
CL20696,Hunter Campbell,78,P40494
CL21341,Phyllis Taylor,32,P75214
CL29305,Daniel Thompson,20,P63414
CL49147,Colleen Griffin,78,P63220
CL22197,Paige Ramirez,68,P15260
CL70314,Thomas Peterson,19,P52327
CL40693,Evan Parker,33,P97121
CL02116,Bethany Simon,49,P10651
CL23286,Patricia Ramirez,67,P85129
CL08635,Scott Hancock,44,P39984
CL27305,Cassandra Hurley,74,P49386
CL07848,Benjamin Chambers,79,P14376
CL17962,Bryan Mullins,23,P36718
CL43416,Jennifer Peters,52,P11901
CL09217,Shawna Mitchell,29,P92517
CL81561,Adam Brown,61,P75674
CL34225,Anna Johnson,73,P70115
CL82920,William Morales,39,P89409
CL92325,Charles Carroll,53,P30862
CL05420,Debra Flores,68,P42526
CL33741,Elizabeth Adkins,18,P13165
CL19331,Charles Hayes,70,P75254
CL39199,Danielle Hubbard,67,P11128
CL58943,Michael Gomez,67,P23533
CL05298,Toni Brooks,80,P69563
CL97134,Alexander Evans,48,P11096
CL56109,Rhonda Snyder,78,P88732
CL24512,Nathaniel Keller,46,P37693
CL92367,Andrew Haynes,65,P47561
CL49589,Jillian Perry,67,P43560
CL62871,Veronica Hudson,31,P64914
CL47594,Lawrence Hughes,21,P22792
CL20247,Jay Tran,72,P62614
CL28190,Tyler Potter,70,P56135
CL97709,John Harrington,18,P79796
CL86803,Derek Stone,70,P36235
CL77561,Angela Wagner,37,P44025
CL96025,Andrew Kim,60,P15494
CL61626,Jeffery Weaver,75,P25334
CL46509,James Khan,19,P32455
CL46758,Sean Khan,18,P46147
CL35625,Terry Taylor,44,P52360
CL73475,Richard Collins,79,P17254
CL92440,Thomas Collins,20,P44113
CL12527,Gina Stevens,36,P85931
CL68062,Daniel Robinson,54,P32988
CL77549,Summer Mclaughlin,80,P61277
CL92235,Nicholas Smith,45,P87139
CL58215,Billy Dickson,38,P93850
CL27400,Douglas Mcfarland,80,P57330
CL15678,Brian Riley,80,P44735
CL39448,Elijah Klein,44,P71041
CL90804,Heather Jennings,41,P51598
CL76446,Tracie Short,18,P95843
CL74834,Tracy Velez,32,P59098
CL96389,Andrew Hogan,39,P98291
CL64203,Jason Mcdaniel,50,P92663
CL03325,Sandra May,56,P97151
CL64125,Albert Sanders,21,P80414
CL10844,Donna Morris,21,P13914
CL54155,Holly Floyd,47,P81936
CL50375,Dr. David Johns,60,P72008
CL41685,Matthew Christian,66,P22491
CL14961,Andrea Johnson,59,P72599
CL54794,Destiny Smith,75,P90516
CL53191,Mr. Austin Edwards,63,P17657
CL12085,Wendy Murphy,19,P73481
CL86361,Kimberly Ramos,26,P14570
CL30002,Allison Harrison PhD,22,P59117
CL82242,Marcus Oliver,59,P23456
CL16145,Diane Johnson,69,P83535
CL34315,Michael Hebert,33,P16475
CL03186,Michael Patterson,75,P38700
CL57935,Daniel Roberts,65,P39269
CL74404,Donna Ramirez,22,P97572
CL25092,Sarah Lewis,80,P87195
CL97928,Todd Kelly,71,P59592
CL19337,Calvin Drake,36,P65655
CL35045,Ricky Wright,75,P71419
CL15233,Bryan Williams,57,P22001
CL75740,Jessica Leonard,79,P24069
CL32738,Donald Arnold,32,P20700
CL49872,Shannon Henderson,76,P32312
CL80477,Joseph Evans,75,P60573
CL45298,Scott Reed,42,P58840
CL12762,Mr. Johnny Summers MD,20,P13218
CL82379,Brandi Fernandez,25,P17274
CL23622,James James,53,P17343
CL59167,Denise Carrillo,72,P65080
CL81495,Mrs. Samantha Scott,64,P21215
CL22039,Cristian Little,46,P11569
CL21185,Kelly Marquez,22,P53246
CL75099,Jesse Orozco,49,P14369
CL38207,Barbara Jimenez,59,P90066
CL84608,Mariah Wood,37,P14411
CL87795,Patricia Allen,76,P36794
CL34595,Ashley Powell,66,P76510
CL52249,Brandon Phillips,43,P52882
CL77565,Amber Taylor,58,P38391
CL10495,Danielle Smith,19,P43252
CL97899,Jason Chen,73,P79351
CL29040,James Alexander,68,P53529
CL75752,Cassandra Rojas,31,P44936
CL01295,Brett Jimenez,79,P67363
CL21924,Laura Ballard,75,P29389
CL73011,Dawn Ward,48,P20146
CL88525,Kevin Chan,24,P63454
CL42762,John Zamora,47,P24319
CL81632,Steve Rollins,29,P82072
CL42034,Mariah Garcia,80,P79621
CL71513,Julie Jacobs,47,P81982
CL93241,Tiffany Burton,76,P31515
CL69795,Cynthia Herring,39,P68760
CL37481,Samuel Thomas,63,P53625
CL38983,Amy Sanchez,41,P76121
CL17852,Michael Obrien,65,P75274
CL35518,David Hunt,59,P39704
CL93935,Gabrielle Shepherd,40,P92197
CL01007,Jordan Rivera,46,P53136
CL80403,Rachel Mcintosh,38,P30000
CL45324,Laura Benson,80,P51059
CL61433,Amy Cruz,18,P60943
CL91195,Tonya Bennett,51,P11573
CL97693,Brooke Harris,58,P94575
CL51454,Jason Cantu,57,P63270
CL14773,Grant Hernandez,42,P74799
CL15132,Ashley Rodriguez,18,P39860
CL41673,Melissa Santiago,52,P88480
CL93702,Zoe Carpenter,43,P41875
CL23922,Anne Wright,26,P20360
CL02725,Cynthia Brewer,72,P19141
CL58367,Meredith Olson,25,P77725
CL04134,Timothy Mills,24,P49699
CL39465,Donald Stone,59,P34584
CL27496,Robert Buchanan,21,P69011
CL13468,Matthew Day,71,P12883
CL57909,Joanne Moore,65,P81122
CL91535,James Walker,38,P83780
CL20420,Joy Grant,59,P75759
CL39035,Andrew Hernandez,58,P94003
CL14337,Jennifer Oconnell DVM,79,P66922
CL67174,Jessica Fowler,46,P17028
CL60655,Brandon Diaz,41,P73143
CL69593,Douglas Snyder,31,P16930
CL16343,Henry Ramos,50,P52246
CL77352,Neil Evans,32,P77716
CL04824,Nicholas Arnold,62,P95578
CL26901,Desiree Fuentes MD,27,P84971
CL72872,Chad Davis,58,P68797
CL31793,Michael Rios,51,P49062
CL03572,Todd Quinn,63,P46338
CL32757,Michael Walters,74,P21157
CL85533,John Weaver,19,P45189
CL51464,Kirk Sanchez DDS,80,P42224
CL16106,Justin Hart,26,P10759
CL90865,Stephanie Gallagher,47,P27883
CL78665,Alexis Sandoval,64,P39230
CL95617,Beth Meyer,68,P15783
CL34987,Erica Barton,73,P54296
CL09076,Christina Jenkins,59,P43070
CL36714,Tiffany Rodriguez,78,P74754
CL31784,James Jenkins,40,P80262
CL36556,Sean Vasquez,68,P70580
CL16376,Rachel Walker,23,P26443
CL59607,Steven Sanders,78,P56678
CL83194,Luis Contreras,38,P67195
CL35794,Leslie Flores,74,P78679
CL14454,Mark Jordan,30,P33874
CL70196,Angela Patel,77,P39749
CL49073,Amanda Brown,33,P32760
CL89383,Amanda Doyle,32,P86756
CL72990,Jocelyn Gutierrez,38,P23997
CL69520,Michael Camacho,48,P98844
CL77183,Shaun Webb,78,P15667
CL18615,Scott Rodgers,78,P50711
CL73253,Randy Turner,33,P99174
CL75906,Benjamin Rogers,19,P16696
CL63778,Mary Morton,80,P92418
CL54088,Kevin Grant,27,P11336
CL76775,Heather Gregory,71,P14350
CL40927,Jessica Hernandez,31,P24439
CL70715,Shari Walters,55,P95023
CL44380,Kelly Scott,40,P41118
CL66925,Karen Stevenson DDS,33,P25589
CL80550,Shelley Krause,30,P11587
CL79229,Ashley Ramirez,48,P42098
CL96853,Rebecca Miller,80,P25759
CL51612,Brandy Clark,36,P84543
CL14796,Holly Garcia DVM,67,P59918
CL91639,Veronica Gonzales,22,P67157
CL54339,Micheal Martin,19,P12906
CL91434,Mark Palmer,48,P70339
CL59636,Larry Bauer,27,P76243
CL94728,Jennifer Johnson,65,P71058
CL87034,William Phillips,50,P27865
CL52562,Victor Garcia,72,P76047
CL86059,Jennifer Roy,40,P73014
CL97864,Alexander Cardenas,57,P93052
CL02242,Theresa Miller,70,P94193
CL14957,Lisa Moody,43,P11746
CL82338,Charles Ellis,33,P87876
CL75978,Dennis Scott,21,P43942
CL21195,Lisa Campbell,21,P98712
CL28857,Jeremy Kramer,46,P52877
CL52837,Mary Logan,52,P48073
CL88170,Stephen Shields,48,P19798
CL48269,Gabrielle Peterson,71,P97706
CL56229,Veronica Johnson,39,P96358
CL81119,Andrew Hawkins,37,P46939
CL34969,Amanda Armstrong,65,P49241
CL99922,Anthony May,65,P62865
CL69906,Anthony Hebert,25,P60427
CL85429,Joseph Rowe,19,P31654
CL47140,Eric Martinez,51,P79774
CL31320,Sally Castillo,48,P73191
CL12149,Michael Davis,78,P70778
CL72696,Christopher Mason,57,P14916
CL66289,Dustin Chapman,39,P63895
CL05646,Craig Garcia,21,P19804
CL79290,Jennifer Rhodes,66,P24704
CL33875,Ariel Reyes,25,P34526
CL03620,Clinton Ayers,33,P73314
CL19718,Eric Carpenter,25,P48079
CL70877,Dawn Fowler,52,P49733
CL27143,James Gomez,46,P73585
CL66448,Christopher Daniels,79,P57578
CL89502,Joshua Young,46,P70014
CL65244,Juan Henson,33,P46842
CL19458,Shannon Stewart,61,P51062
CL36914,Allen Mora,79,P52844
CL10678,Melissa Oneal,22,P62904
CL03431,Roger Hood,28,P99208
CL66286,Donald Carroll,25,P75689
CL35903,Michelle Munoz,52,P54183
CL59002,Juan Dyer,26,P46058
CL01074,William Barnes,62,P96416
CL76616,Todd Moreno,67,P81845
CL72998,Joseph Orozco,72,P38369
CL04005,Anthony Todd,79,P71132
CL74382,Joshua Johnson,66,P28444
CL52979,Joseph Mccormick,22,P77061
CL05842,Kristina Christensen,62,P44203
CL31961,Xavier Bennett,71,P45556
CL02774,Kelly Ortiz,40,P89936
CL21780,Larry Jenkins,74,P68153
CL07255,Donald Hardy,31,P81550
CL66882,Andrew Graves,46,P27333
CL26403,Stephanie Lopez,68,P27846
CL96172,Harold Hodges,28,P59874
CL32494,Lauren York,21,P11261
CL04736,Kevin Mann,25,P33653
CL16600,Joseph Kemp,34,P50905
CL32259,Stacy Jones,49,P91487
CL97313,Jordan Maxwell,50,P21277
CL07496,Kyle Valencia,41,P65070
CL74090,Colin Williamson,69,P23773
CL59025,Jenna Hale,73,P23215
CL27508,Michelle Grant,40,P14595
CL92106,Allison Sanchez,50,P88430
CL56741,William Henry,76,P55936
CL81323,Rachel Mcpherson,33,P64137
CL23376,Alejandro Lin,57,P35833
CL04584,Michele Melton,19,P40408
